poi_id,poi_name,town,lng,lat,n_anchor_tag,n_seed_entity,n_hop1_new,n_hop2_new,mentions_0,mentions_1_new,mentions_2_new,official_0,official_1_new,official_2_new
B0FFHOJ880,灵王古庙,狮山镇,112.992351,23.211164,0,0,0,0,0,0,0,0,0,0
B0FFHLTCIH,石碣朗枝岗健身公园,大沥镇,113.08804,23.152971,1,2,11,465,10,863,8189,2,8,358
B0FFH45OVG,宋提督梁公祠,桂城街道,113.195264,23.020945,0,0,0,0,0,0,0,0,0,0
B0FFH44SLF,莲园,大沥镇,113.102695,23.214909,0,0,0,0,0,0,0,0,0,0
B0FFH43J60,雪松刘公祠,里水镇,113.134854,23.10241,0,0,0,0,0,0,0,0,0,0
B0FFH438A9,松隐家塾,里水镇,113.153404,23.090776,0,0,0,0,0,0,0,0,0,0
B0FFH4051X,区氏大宗祠,里水镇,113.138333,23.083107,0,0,0,0,0,0,0,0,0,0
B0FFGKB2EC,月川高公祠,丹灶镇,112.955501,23.045104,0,0,0,0,0,0,0,0,0,0
B0FFFTNSFT,泌冲社区群众文化广场,大沥镇,113.179154,23.152017,0,0,0,0,0,0,0,0,0,0
B0FFFTB749,迎宾广场,西樵镇,112.914121,22.98512,14,9,75,1555,100,2923,15463,7,45,975
B0FFFA08UD,李氏宗祠,狮山镇,112.99534,23.19254,0,0,0,0,0,0,0,0,0,0
B02F50WH85,河滨公园,西樵镇,112.98903,22.946354,1,1,74,1362,101,2006,14042,1,55,850
B02F503A1O,贵州孔公祠,大沥镇,113.085653,23.154917,0,0,0,0,0,0,0,0,0,0
B0FFHDSW5V,华光庙广场,里水镇,113.172727,23.085796,0,0,0,0,0,0,0,0,0,0
B0FFGJUPSP,岑氏宗祠,西樵镇,112.953257,22.902336,0,0,0,0,0,0,0,0,0,0
B02F5042MP,严氏宗祠,狮山镇,113.008989,23.141172,0,0,0,0,0,0,0,0,0,0
B0FFHP1BRN,东山麦公祠,大沥镇,113.114084,23.197581,0,0,0,0,0,0,0,0,0,0
B0FFG1FMAZ,环四社址,桂城街道,113.177929,23.046234,0,0,0,0,0,0,0,0,0,0
B0FFHDMBVD,珍奇植物园,狮山镇,112.993892,23.098207,0,0,0,0,0,0,0,0,0,0
B0FFH3XLIE,钟氏大宗祠,大沥镇,113.113536,23.097179,0,0,0,0,0,0,0,0,0,0
B0FFG061WV,南国桃园-南海观音寺-土地庙,大沥镇,113.108277,23.175545,0,0,0,0,0,0,0,0,0,0
B0FFG05JKG,南国桃园-南海观音寺-姻缘树,大沥镇,113.108664,23.176622,0,0,0,0,0,0,0,0,0,0
B0FFFEO02X,西樵山国艺影视城-地藏菩萨,西樵镇,112.976298,22.907376,0,0,0,0,0,0,0,0,0,0
B02F503YRA,万氏大宗祠,大沥镇,113.080053,23.179928,0,0,0,0,0,0,0,0,0,0
B0FFJ8L54R,仙湖音乐喷泉广场,狮山镇,112.890483,23.052763,0,0,0,0,0,0,0,0,0,0
B0FFIKDTX5,天空之眼摩天轮(金沙洲万达广场),里水镇,113.197274,23.140697,0,0,0,0,0,0,0,0,0,0
B0FFHF702W,梦里水乡百花园,里水镇,113.174503,23.226727,0,0,0,0,0,0,0,0,0,0
B0FFGX05AY,西樵山风景名胜区-樵园公园,西樵镇,112.965614,22.936377,10,12,135,1878,238,4089,16034,12,81,1176
B0FFGRN2SF,茶花园,西樵镇,112.964862,22.933524,11,12,135,1878,238,4089,16034,12,81,1176
B02F50YCH3,罗村中心广场,狮山镇,113.053367,23.060848,0,0,0,0,0,0,0,0,0,0
B02F507H6Q,盐步公园,大沥镇,113.182242,23.089336,0,0,0,0,0,0,0,0,0,0
B02F50X8WM,小塘公园,狮山镇,112.982834,23.090166,0,0,0,0,0,0,0,0,0,0
B02F5076G7,𧒽岗公园,桂城街道,113.148454,23.04372,0,0,0,0,0,0,0,0,0,0
B0FFG2ERMT,九龙公园,里水镇,113.147827,23.109498,0,0,0,0,0,0,0,0,0,0
B0FFGI15WQ,文翰湖公园,桂城街道,113.239334,23.015086,0,0,0,0,0,0,0,0,0,0
B02F5079WX,桂城儿童公园,桂城街道,113.209412,23.037355,0,0,0,0,0,0,0,0,0,0
B02F5077X7,南海全民健身体育公园,桂城街道,113.143198,23.069368,0,0,0,0,0,0,0,0,0,0
B0FFF4FNIM,孝德湖公园,狮山镇,113.059408,23.069717,0,0,0,0,0,0,0,0,0,0
B02F50YS3U,三山森林公园,桂城街道,113.227994,23.031471,0,0,0,0,0,0,0,0,0,0
B02F508S6H,河村公园,里水镇,113.161808,23.180423,0,0,0,0,0,0,0,0,0,0
B0I6JAZCBW,桂城滨江公园,桂城街道,113.16354,23.072984,0,0,0,0,0,0,0,0,0,0
B0FFIUK5ZQ,千灯湖公园北区,桂城街道,113.147039,23.069885,0,0,0,0,0,0,0,0,0,0
B02F50UO1V,官窑文化广场,狮山镇,113.077973,23.222205,0,0,0,0,0,0,0,0,0,0
B0FFHJ45NL,天湖公园,西樵镇,112.96723,22.929192,5,9,503,2771,718,7235,18044,9,364,1723
B02F505DOJ,松岗文化公园,大沥镇,113.104572,23.136613,0,0,0,0,0,0,0,0,0,0
B02F50XH7S,曹边休闲广场,大沥镇,113.099818,23.085641,0,0,0,0,0,0,0,0,0,0
B02F50YS3L,兴贤党群文化广场,大沥镇,113.0781,23.122057,0,0,0,0,0,0,0,0,0,0
B0KD1UCTS7,佛山海洋馆,大沥镇,113.139366,23.091223,0,0,0,0,0,0,0,0,0,0
B0FFFSH0VD,洲村公园,里水镇,113.199093,23.179736,0,0,0,0,0,0,0,0,0,0
B02F50WJ4R,映月湖公园,桂城街道,113.196447,23.039077,0,0,0,0,0,0,0,0,0,0
B02F507B1N,大基尾公园,大沥镇,113.153613,23.088132,0,0,0,0,0,0,0,0,0,0
B0JAXH5P1A,博爱湖东草坪广场,狮山镇,112.991254,23.126214,0,0,0,0,0,0,0,0,0,0
B0FFFV3BG0,听音广场,西樵镇,112.957817,22.936726,0,0,0,0,0,0,0,0,0,0
B0FFFH2PSL,黄岐公园,大沥镇,113.192686,23.12078,0,0,0,0,0,0,0,0,0,0
B0FFGZMQ3X,礌岗公园-千灯湖活水公园,桂城街道,113.148289,23.04705,0,0,0,0,0,0,0,0,0,0
B02F508NQH,沿江公园,里水镇,113.166044,23.194936,0,0,0,0,0,0,0,0,0,0
B0FFKUREHD,展旗峰生态公园,里水镇,113.149032,23.151143,0,0,0,0,0,0,0,0,0,0
B0G12CLO7V,半月岛生态公园(南海段),桂城街道,113.165089,22.99806,0,0,0,0,0,0,0,0,0,0
B0I6TALUOQ,追梦极限运动公园,桂城街道,113.172899,23.013427,0,0,0,0,0,0,0,0,0,0
B0FFMC25SW,佛山西站南广场,狮山镇,113.034204,23.077351,0,0,0,0,0,0,0,0,0,0
B0L66CLM3K,千灯湖水生态研学基地科普型公园,桂城街道,113.15084,23.069744,0,0,0,0,0,0,0,0,0,0
B0LG3Z60XM,博爱湖体育公园,狮山镇,112.986116,23.121585,0,0,0,0,0,0,0,0,0,0
B02F50UENH,兴联村公园,里水镇,113.205786,23.12707,0,0,0,0,0,0,0,0,0,0
B0ID6ZZHQG,尖东公园,桂城街道,113.1784,23.015721,0,0,0,0,0,0,0,0,0,0
B0FFGXHU4R,沙头文体公园,丹灶镇,113.025914,22.914945,1,1,1,1,2,7,9,1,0,0
B02F503PVG,南海湿地主题公园,狮山镇,112.96519,23.08136,0,0,0,0,0,0,0,0,0,0
B0FFG8RDGZ,兴隆公园,里水镇,113.208199,23.134157,0,0,0,0,0,0,0,0,0,0
B02F50WIYO,水口公园,里水镇,113.179534,23.172752,0,0,0,0,0,0,0,0,0,0
B02F50XH7E,夏南二荷花广场,桂城街道,113.182601,23.053,1,0,0,0,0,0,0,0,0,0
B02F501IST,东二公园,桂城街道,113.157122,23.026075,0,0,0,0,0,0,0,0,0,0
B02F50WJ0Y,青龙公园,里水镇,113.177461,23.084866,0,0,0,0,0,0,0,0,0,0
B02F507706,朝山公园,丹灶镇,112.980287,22.88386,0,0,0,0,0,0,0,0,0,0
B0FFGRRDMP,回龙公园,桂城街道,113.176433,23.072423,0,0,0,0,0,0,0,0,0,0
B02F507H1E,大步公园,里水镇,113.158276,23.13515,0,0,0,0,0,0,0,0,0,0
B0FFLQE8AB,高铁公园,桂城街道,113.243563,23.021445,0,0,0,0,0,0,0,0,0,0
B0K0NS6TE4,桂城童趣公园,桂城街道,113.171006,23.021247,0,0,0,0,0,0,0,0,0,0
B02F507C6D,邓西公园,大沥镇,113.11783,23.120049,0,0,0,0,0,0,0,0,0,0
B02F50WJ04,平地公园,大沥镇,113.157927,23.11672,0,0,0,0,0,0,0,0,0,0
B0M6N5EO7W,里水嘉州广场,里水镇,113.148626,23.174916,0,0,0,0,0,0,0,0,0,0
B02F50UBVB,九村公园,里水镇,113.183387,23.114721,0,0,0,0,0,0,0,0,0,0
B0FFF48BGP,灯湖市政公园,桂城街道,113.147056,23.065597,0,0,0,0,0,0,0,0,0,0
B0HB2UW3WB,三山森林公园2期,桂城街道,113.227408,23.032147,0,0,0,0,0,0,0,0,0,0
B0HDXA9W18,千灯湖体育公园,桂城街道,113.141349,23.054262,0,0,0,0,0,0,0,0,0,0
B02F50XRFS,横江公园,里水镇,113.165968,23.112234,0,0,0,0,0,0,0,0,0,0
B0L35XFEME,源林·九江龙舟公园,九江镇,113.000364,22.842553,0,0,0,0,0,0,0,0,0,0
B0FFIZMLRU,赤山公园,里水镇,113.138012,23.217217,0,0,0,0,0,0,0,0,0,0
B0FFMDFCA0,陈溪公园,大沥镇,113.202211,23.137273,0,0,0,0,0,0,0,0,0,0
B02F50UND7,平南公园,桂城街道,113.200189,23.013721,0,0,0,0,0,0,0,0,0,0
B0FFHF0E1H,富寿公园,里水镇,113.163323,23.193644,0,0,0,0,0,0,0,0,0,0
B0FFF4BLV4,道头公园,里水镇,113.153722,23.116177,0,0,0,0,0,0,0,0,0,0
B0IKVZFDHU,源林西江湿地公园,九江镇,113.001888,22.826859,0,0,0,0,0,0,0,0,0,0
B02F507B1X,颜边公园,里水镇,113.152129,23.090207,0,0,0,0,0,0,0,0,0,0
B0KRJ17D5U,金沙岛国家湿地公园进口广场,狮山镇,112.967764,23.068434,0,0,0,0,0,0,0,0,0,0
B02F507H0X,上沙涌公园,里水镇,113.16838,23.151335,0,0,0,0,0,0,0,0,0,0
B02F511V5K,夏南二公园,桂城街道,113.182782,23.057529,1,0,0,0,0,0,0,0,0,0
B0KK6ZF71J,文翰湖公园三期,桂城街道,113.2411,23.012074,0,0,0,0,0,0,0,0,0,0
B0FFIHRSOD,佛山南海金融公园,桂城街道,113.158027,23.067941,0,0,0,0,0,0,0,0,0,0
B02F508MSP,金雅轩世纪广场,大沥镇,113.117531,23.105473,0,0,0,0,0,0,0,0,0,0
B02F511R77,厦边公园,大沥镇,113.096969,23.130945,0,0,0,0,0,0,0,0,0,0
B02F503CBT,凤东公园,大沥镇,113.116327,23.11227,0,0,0,0,0,0,0,0,0,0
B02F50UENU,沙溪公园,里水镇,113.199386,23.125777,0,0,0,0,0,0,0,0,0,0
B0I6USGK3P,桂城西龙湿地公园,桂城街道,113.170458,22.997311,0,0,0,0,0,0,0,0,0,0
B02F507HD8,东约公园,里水镇,113.162588,23.119297,0,0,0,0,0,0,0,0,0,0
B02F504ZUG,沥城公园,里水镇,113.125757,23.114148,0,0,0,0,0,0,0,0,0,0
B02F50WHLB,里东公园,里水镇,113.167701,23.200094,0,0,0,0,0,0,0,0,0,0
B0LKVH49D7,罗村文化公园,狮山镇,113.048319,23.057834,0,0,0,0,0,0,0,0,0,0
B02F501Q4Z,南海文化公园,桂城街道,113.145818,23.022913,0,0,0,0,0,0,0,0,0,0
B02F507H3D,沙涌公园,里水镇,113.166353,23.144604,0,0,0,0,0,0,0,0,0,0
B0FFIZ6U2D,树蛙攀岩公园,西樵镇,112.986763,22.94174,1,1,55,1538,65,2202,14519,1,41,945
B0FFHTLTR2,蛇龙公园,里水镇,113.136527,23.102406,0,0,0,0,0,0,0,0,0,0
B0FFGV600J,街心公园,里水镇,113.164622,23.197213,0,0,0,0,0,0,0,0,0,0
B0FFF0FM3G,沙口公园,九江镇,113.036841,22.812617,2,1,1,19,3,34,96,1,1,14
B02F50WJ3D,展旗村公园,里水镇,113.141738,23.152272,0,0,0,0,0,0,0,0,0,0
B0FFHS5224,罗村咏春体育公园文化广场,狮山镇,113.037447,23.046482,0,0,0,0,0,0,0,0,0,0
B0FFGA4GNF,康乐公园,大沥镇,113.115948,23.103781,0,0,0,0,0,0,0,0,0,0
B0FFFNNGQB,八甲公园,丹灶镇,112.928844,23.091539,1,1,0,0,2,0,0,1,0,0
B02F50UO34,状元公园,狮山镇,113.050575,23.071443,0,0,0,0,0,0,0,0,0,0
B02F508PZ5,怡海公园,桂城街道,113.163804,23.018378,0,0,0,0,0,0,0,0,0,0
B02F508R2T,怡翠公园,桂城街道,113.165885,23.031027,0,0,0,0,0,0,0,0,0,0
B02F5038U7,草暖公园,大沥镇,113.083404,23.223546,0,0,0,0,0,0,0,0,0,0
B0FFIA0LWM,里水消防科普公园,里水镇,113.161401,23.181803,0,0,0,0,0,0,0,0,0,0
B02F507C6B,东华娱乐公园,大沥镇,113.087629,23.15203,1,2,11,465,10,863,8189,2,8,358
B0FFIL2AV2,丹灶镇消防主题公园,丹灶镇,112.963875,23.05663,0,0,0,0,0,0,0,0,0,0
B02F506TPE,海景森林公园,狮山镇,112.994714,23.100606,0,0,0,0,0,0,0,0,0,0
B0FFHEUVDU,北一公园,大沥镇,113.117086,23.100087,0,0,0,0,0,0,0,0,0,0
B0FFHPRWQY,海逸社区公园,桂城街道,113.17394,23.020635,0,0,0,0,0,0,0,0,0,0
B02F503XQB,探花公园,九江镇,113.004524,22.84563,3,2,7,369,6,490,5407,2,6,265
B0FFH46QG7,里水滨河公园,里水镇,113.149599,23.19465,0,0,0,0,0,0,0,0,0,0
B02F50UERY,荷香园,里水镇,113.156943,23.190332,0,0,0,0,0,0,0,0,0,0
B0FFF4TFPO,大沥镇体育休闲公园,大沥镇,113.109481,23.112083,0,0,0,0,0,0,0,0,0,0
B0FFF4T9UU,南海活力足球公园,桂城街道,113.179048,23.030149,0,0,0,0,0,0,0,0,0,0
B0FFF4HXKP,莲藕塘公园,大沥镇,113.099416,23.08187,0,0,0,0,0,0,0,0,0,0
B0FFF4C8ES,东平水道河堤公园,桂城街道,113.217987,23.035818,0,0,0,0,0,0,0,0,0,0
B02F50X8YO,红棉公园,丹灶镇,113.014237,22.830973,5,4,74,1392,127,2353,14533,4,55,859
B02F507H5G,伯奇公园,大沥镇,113.188089,23.142504,0,0,0,0,0,0,0,0,0,0
B02F5076IN,华光公园,丹灶镇,113.022858,22.919068,0,0,0,0,0,0,0,0,0,0
B02F506168,新桂公园,大沥镇,113.163942,23.081394,0,0,0,0,0,0,0,0,0,0
B0FFHS6AHL,璜溪公园,大沥镇,113.093726,23.113581,0,0,0,0,0,0,0,0,0,0
B0FFHEZA7J,罗田公园,大沥镇,113.134436,23.078522,0,0,0,0,0,0,0,0,0,0
B02F5076AX,乐城公园,狮山镇,113.099724,23.068413,0,0,0,0,0,0,0,0,0,0
B02F5076AE,大操场公园,大沥镇,113.072611,23.108009,0,0,0,0,0,0,0,0,0,0
B0FFJ8VLGS,党建公园,桂城街道,113.22021,23.027862,1,1,26,735,47,1329,10251,1,21,535
B0FFFOOKFE,江晖园,丹灶镇,113.007734,22.90302,0,0,0,0,0,0,0,0,0,0
B0FFH2VG24,参天宫圣庙,桂城街道,113.156823,23.002109,0,0,0,0,0,0,0,0,0,0
B0FFH2AYLO,守顺吴公祠,大沥镇,113.077538,23.128037,0,0,0,0,0,0,0,0,0,0
B02F5077AW,太清宫,九江镇,113.043431,22.828437,1,1,2,104,2,170,2829,1,2,75
B0FFG4RUQU,吴家大院,九江镇,113.017758,22.833102,3,3,73,1390,122,2350,14509,3,55,859
B0FFG4B8C9,南国桃园,大沥镇,113.103899,23.183076,0,0,0,0,0,0,0,0,0,0
B0FFG233RB,西樵山-听音湖,西樵镇,112.965527,22.937062,9,11,132,1882,231,4083,16047,11,78,1180
B0FFG0YUHE,南海观音寺,大沥镇,113.108714,23.175651,0,0,0,0,0,0,0,0,0,0
B0FFFR5A1V,清风亭,桂城街道,113.144517,23.035218,0,0,0,0,0,0,0,0,0,0
B02F50YH2H,南海湾森林生态园,西樵镇,112.8746,22.851696,0,0,0,0,0,0,0,0,0,0
B02F50UTH5,叶问宗师馆,狮山镇,113.092699,23.063952,0,0,0,0,0,0,0,0,0,0
B02F508N49,龙涛湾森林动感水城,西樵镇,112.852826,22.854147,0,0,0,0,0,0,0,0,0,0
B02F5077T5,白云洞风景区,西樵镇,112.962325,22.933011,11,12,135,1878,238,4089,16034,12,81,1176
B02F5076F0,西樵山风景名胜区,西樵镇,112.976074,22.908475,1,0,0,0,0,0,0,0,0,0
B02F5076E8,西樵山南海观音,西樵镇,112.977134,22.92711,5,8,435,2770,607,6920,18203,8,324,1717
B02F506TYO,千灯湖公园,桂城街道,113.146094,23.05361,0,0,0,0,0,0,0,0,0,0
B02F503R4G,中央电视台南海影视城,狮山镇,113.10825,23.186927,0,0,0,0,0,0,0,0,0,0
B02F50V1CO,妙音水月宫,桂城街道,113.210747,23.024731,0,0,0,0,0,0,0,0,0,0
B0FFH3YDKA,孙氏宗祠,狮山镇,113.089135,23.150627,1,2,11,465,10,863,8189,2,8,358
B0FFI45F68,刘氏大宗祠,狮山镇,113.074893,23.225188,0,0,0,0,0,0,0,0,0,0
B0FFHRPUYH,观音庙,桂城街道,113.191867,23.026327,0,0,0,0,0,0,0,0,0,0
B0FFI2P9ZF,纯嘏冯公祠,里水镇,113.208467,23.090853,0,0,0,0,0,0,0,0,0,0
B0FFHKW8UF,西樵戴氏大宗祠,西樵镇,112.991882,22.888527,1,0,0,0,0,0,0,0,0,0
B0FFH3ZP7O,谭氏大宗祠,里水镇,113.148352,23.093293,0,0,0,0,0,0,0,0,0,0
B0FFH3Z0A4,顺天颜公祠,大沥镇,113.152764,23.08841,0,0,0,0,0,0,0,0,0,0
B0FFF9S8UN,白氏宗祠,狮山镇,112.998178,23.091713,0,0,0,0,0,0,0,0,0,0
B0FFH4A1Q4,二圣古庙,里水镇,113.127923,23.197143,0,0,0,0,0,0,0,0,0,0
B0FFH47DDD,西窓陈宗祠,大沥镇,113.089597,23.095541,0,0,0,0,0,0,0,0,0,0
B0FFH46CEW,谢氏宗祠,里水镇,113.136127,23.213784,0,0,0,0,0,0,0,0,0,0
B0FFFA8TI0,勉亭丁公祠,狮山镇,113.011422,23.206562,0,0,0,0,0,0,0,0,0,0
B02F507C73,何氏宗祠,西樵镇,112.961625,22.967047,1,2,46,1110,94,2093,11622,2,33,791
B0FFHDP9AW,宗汉黄公祠,狮山镇,113.022952,23.060219,0,0,0,0,0,0,0,0,0,0
B0FFHDEI45,西溪张公祠,大沥镇,113.109578,23.122226,0,0,0,0,0,0,0,0,0,0
B02F5115EQ,洪圣古庙,狮山镇,113.014767,23.205924,0,0,0,0,0,0,0,0,0,0
B0FFH42HYC,南海神庙,狮山镇,113.080252,23.180045,0,0,0,0,0,0,0,0,0,0
B0FFGYME07,黄岐龙母庙,大沥镇,113.195236,23.11989,0,0,0,0,0,0,0,0,0,0
B0FFG2AME7,西樵山风景名胜区-观音庙,西樵镇,112.964449,22.933622,11,12,135,1878,238,4089,16034,12,81,1176
B02F50WJ53,西华寺,里水镇,113.201118,23.201747,0,0,0,0,0,0,0,0,0,0
B0FFI2LEM1,应忠黄公祠,里水镇,113.136345,23.184719,0,0,0,0,0,0,0,0,0,0
B0FFHS7BN3,敏学黄公祠,里水镇,113.170293,23.119539,0,0,0,0,0,0,0,0,0,0
B0FFH48ZUB,叶氏大宗祠,大沥镇,113.134857,23.100348,0,0,0,0,0,0,0,0,0,0
B0FFH43KMH,谢氏大宗祠,大沥镇,113.110316,23.099698,0,0,0,0,0,0,0,0,0,0
B0FFHZZ4BQ,德深李公祠,狮山镇,113.094883,23.113772,0,0,0,0,0,0,0,0,0,0
B0FFH4AQI7,陈氏宗祠,里水镇,113.146747,23.131128,0,0,0,0,0,0,0,0,0,0
B0FFG3QFIH,承源蔡公祠,狮山镇,113.019886,23.072994,0,0,0,0,0,0,0,0,0,0
B02F508S68,四世杨公祠,狮山镇,113.007314,23.149449,0,0,0,0,0,0,0,0,0,0
B02F508MWM,文武庙,丹灶镇,112.93146,22.990501,0,0,0,0,0,0,0,0,0,0
B02F507C7C,李氏宗祠(太平圩),西樵镇,112.90919,22.928719,1,1,15,136,5,253,3131,1,10,112
B02F507C71,村头村潘氏大宗祠,丹灶镇,112.920356,22.962487,2,8,140,2322,197,4251,18194,8,104,1480
