ix,iy,town,clng,clat,poi_count,poi_with_seed,n_entity_0hop,n_entity_within_1hop,n_entity_within_2hop,mentions_0hop,mentions_within_1hop,mentions_within_2hop,official_0hop,official_within_1hop,official_within_2hop
90,48,桂城街道,113.22725,22.99825,2,0,0,0,0,0,0,0,0,0,0
65,64,桂城街道,113.11475,23.07025,2,0,0,0,0,0,0,0,0,0,0
93,55,桂城街道,113.24075,23.02975,7,0,0,0,0,0,0,0,0,0,0
79,61,桂城街道,113.17775,23.05675,5,0,0,0,0,0,0,0,0,0,0
75,65,桂城街道,113.15975,23.07475,6,0,0,0,0,0,0,0,0,0,0
75,58,桂城街道,113.15975,23.04325,17,0,0,0,0,0,0,0,0,0,0
78,61,桂城街道,113.17325,23.05675,4,0,0,0,0,0,0,0,0,0,0
82,55,桂城街道,113.19125,23.02975,3,0,0,0,0,0,0,0,0,0,0
75,59,桂城街道,113.15975,23.04775,5,0,0,0,0,0,0,0,0,0,0
74,57,桂城街道,113.15525,23.03875,35,0,0,0,0,0,0,0,0,0,0
70,61,桂城街道,113.13725,23.05675,8,0,0,0,0,0,0,0,0,0,0
76,57,桂城街道,113.16425,23.03875,40,0,0,0,0,0,0,0,0,0,0
83,55,桂城街道,113.19575,23.02975,3,0,0,0,0,0,0,0,0,0,0
70,59,桂城街道,113.13725,23.04775,14,0,0,0,0,0,0,0,0,0,0
68,63,桂城街道,113.12825,23.06575,8,0,0,0,0,0,0,0,0,0,0
81,55,桂城街道,113.18675,23.02975,4,0,0,0,0,0,0,0,0,0,0
77,52,桂城街道,113.16875,23.01625,5,0,0,0,0,0,0,0,0,0,0
77,61,桂城街道,113.16875,23.05675,1,0,0,0,0,0,0,0,0,0,0
67,63,桂城街道,113.12375,23.06575,3,0,0,0,0,0,0,0,0,0,0
70,57,桂城街道,113.13725,23.03875,4,0,0,0,0,0,0,0,0,0,0
76,54,桂城街道,113.16425,23.02525,83,0,0,0,0,0,0,0,0,0,0
79,48,桂城街道,113.17775,22.99825,1,0,0,0,0,0,0,0,0,0,0
77,62,桂城街道,113.16875,23.06125,5,0,0,0,0,0,0,0,0,0,0
76,64,桂城街道,113.16425,23.07025,11,0,0,0,0,0,0,0,0,0,0
69,60,桂城街道,113.13275,23.05225,3,0,0,0,0,0,0,0,0,0,0
75,54,桂城街道,113.15975,23.02525,12,0,0,0,0,0,0,0,0,0,0
69,59,桂城街道,113.13275,23.04775,111,0,0,0,0,0,0,0,0,0,0
71,54,桂城街道,113.14175,23.02525,16,0,0,0,0,0,0,0,0,0,0
70,55,桂城街道,113.13725,23.02975,6,0,0,0,0,0,0,0,0,0,0
70,56,桂城街道,113.13725,23.03425,28,0,0,0,0,0,0,0,0,0,0
73,55,桂城街道,113.15075,23.02975,27,0,0,0,0,0,0,0,0,0,0
67,62,桂城街道,113.12375,23.06125,7,0,0,0,0,0,0,0,0,0,0
84,54,桂城街道,113.20025,23.02525,5,0,0,0,0,0,0,0,0,0,0
85,57,桂城街道,113.20475,23.03875,16,0,0,0,0,0,0,0,0,0,0
85,56,桂城街道,113.20475,23.03425,17,0,0,0,0,0,0,0,0,0,0
68,60,桂城街道,113.12825,23.05225,224,0,0,0,0,0,0,0,0,0,0
69,58,桂城街道,113.13275,23.04325,66,0,0,0,0,0,0,0,0,0,0
66,61,桂城街道,113.11925,23.05675,10,0,0,0,0,0,0,0,0,0,0
70,65,桂城街道,113.13725,23.07475,11,0,0,0,0,0,0,0,0,0,0
84,52,桂城街道,113.20025,23.01625,5,0,0,0,0,0,0,0,0,0,0
66,60,桂城街道,113.11925,23.05225,4,0,0,0,0,0,0,0,0,0,0
66,63,桂城街道,113.11925,23.06575,8,0,0,0,0,0,0,0,0,0,0
77,51,桂城街道,113.16875,23.01175,1,0,0,0,0,0,0,0,0,0,0
73,58,桂城街道,113.15075,23.04325,15,0,0,0,0,0,0,0,0,0,0
77,58,桂城街道,113.16875,23.04325,4,0,0,0,0,0,0,0,0,0,0
73,52,桂城街道,113.15075,23.01625,31,0,0,0,0,0,0,0,0,0,0
82,60,桂城街道,113.19125,23.05225,2,0,0,0,0,0,0,0,0,0,0
71,63,桂城街道,113.14175,23.06575,19,0,0,0,0,0,0,0,0,0,0
83,54,桂城街道,113.19575,23.02525,7,0,0,0,0,0,0,0,0,0,0
68,61,桂城街道,113.12825,23.05675,7,0,0,0,0,0,0,0,0,0,0
70,64,桂城街道,113.13725,23.07025,31,0,0,0,0,0,0,0,0,0,0
74,52,桂城街道,113.15525,23.01625,19,0,0,0,0,0,0,0,0,0,0
78,57,桂城街道,113.17325,23.03875,20,0,0,0,0,0,0,0,0,0,0
82,51,桂城街道,113.19125,23.01175,1,0,0,0,0,0,0,0,0,0,0
87,51,桂城街道,113.21375,23.01175,2,0,0,0,0,0,0,0,0,0,0
70,58,桂城街道,113.13725,23.04325,15,0,0,0,0,0,0,0,0,0,0
74,53,桂城街道,113.15525,23.02075,13,0,0,0,0,0,0,0,0,0,0
75,56,桂城街道,113.15975,23.03425,35,0,0,0,0,0,0,0,0,0,0
83,52,桂城街道,113.19575,23.01625,1,0,0,0,0,0,0,0,0,0,0
73,51,桂城街道,113.15075,23.01175,44,0,0,0,0,0,0,0,0,0,0
75,60,桂城街道,113.15975,23.05225,10,0,0,0,0,0,0,0,0,0,0
73,59,桂城街道,113.15075,23.04775,12,0,0,0,0,0,0,0,0,0,0
86,58,桂城街道,113.20925,23.04325,4,0,0,0,0,0,0,0,0,0,0
92,48,桂城街道,113.23625,22.99825,2,0,0,0,0,0,0,0,0,0,0
73,50,桂城街道,113.15075,23.00725,6,0,0,0,0,0,0,0,0,0,0
84,58,桂城街道,113.20025,23.04325,6,0,0,0,0,0,0,0,0,0,0
72,51,桂城街道,113.14625,23.01175,14,0,0,0,0,0,0,0,0,0,0
69,56,桂城街道,113.13275,23.03425,31,0,0,0,0,0,0,0,0,0,0
76,62,桂城街道,113.16425,23.06125,5,0,0,0,0,0,0,0,0,0,0
91,55,桂城街道,113.23175,23.02975,15,0,0,0,0,0,0,0,0,0,0
86,56,桂城街道,113.20925,23.03425,3,0,0,0,0,0,0,0,0,0,0
80,54,桂城街道,113.18225,23.02525,5,0,0,0,0,0,0,0,0,0,0
86,53,桂城街道,113.20925,23.02075,6,0,0,0,0,0,0,0,0,0,0
90,50,桂城街道,113.22725,23.00725,4,0,0,0,0,0,0,0,0,0,0
93,49,桂城街道,113.24075,23.00275,2,0,0,0,0,0,0,0,0,0,0
84,53,桂城街道,113.20025,23.02075,1,0,0,0,0,0,0,0,0,0,0
72,50,桂城街道,113.14625,23.00725,4,0,0,0,0,0,0,0,0,0,0
80,59,桂城街道,113.18225,23.04775,4,0,0,0,0,0,0,0,0,0,0
76,63,桂城街道,113.16425,23.06575,5,0,0,0,0,0,0,0,0,0,0
77,57,桂城街道,113.16875,23.03875,12,0,0,0,0,0,0,0,0,0,0
69,64,桂城街道,113.13275,23.07025,1,0,0,0,0,0,0,0,0,0,0
75,57,桂城街道,113.15975,23.03875,5,0,0,0,0,0,0,0,0,0,0
89,48,桂城街道,113.22275,22.99825,1,0,0,0,0,0,0,0,0,0,0
66,62,桂城街道,113.11925,23.06125,2,0,0,0,0,0,0,0,0,0,0
95,48,桂城街道,113.24975,22.99825,1,0,0,0,0,0,0,0,0,0,0
75,49,桂城街道,113.15975,23.00275,3,0,0,0,0,0,0,0,0,0,0
74,55,桂城街道,113.15525,23.02975,7,0,0,0,0,0,0,0,0,0,0
69,57,桂城街道,113.13275,23.03875,8,0,0,0,0,0,0,0,0,0,0
76,61,桂城街道,113.16425,23.05675,4,0,0,0,0,0,0,0,0,0,0
76,58,桂城街道,113.16425,23.04325,8,0,0,0,0,0,0,0,0,0,0
80,53,桂城街道,113.18225,23.02075,1,0,0,0,0,0,0,0,0,0,0
88,53,桂城街道,113.21825,23.02075,1,0,0,0,0,0,0,0,0,0,0
80,55,桂城街道,113.18225,23.02975,10,0,0,0,0,0,0,0,0,0,0
80,58,桂城街道,113.18225,23.04325,15,0,0,0,0,0,0,0,0,0,0
92,55,桂城街道,113.23625,23.02975,7,0,0,0,0,0,0,0,0,0,0
92,50,桂城街道,113.23625,23.00725,2,0,0,0,0,0,0,0,0,0,0
79,56,桂城街道,113.17775,23.03425,17,0,0,0,0,0,0,0,0,0,0
91,53,桂城街道,113.23175,23.02075,5,0,0,0,0,0,0,0,0,0,0
92,53,桂城街道,113.23625,23.02075,5,0,0,0,0,0,0,0,0,0,0
93,56,桂城街道,113.24075,23.03425,4,0,0,0,0,0,0,0,0,0,0
93,54,桂城街道,113.24075,23.02525,5,0,0,0,0,0,0,0,0,0,0
85,54,桂城街道,113.20475,23.02525,25,0,0,0,0,0,0,0,0,0,0
93,58,桂城街道,113.24075,23.04325,2,0,0,0,0,0,0,0,0,0,0
89,50,桂城街道,113.22275,23.00725,3,0,0,0,0,0,0,0,0,0,0
71,51,桂城街道,113.14175,23.01175,3,0,0,0,0,0,0,0,0,0,0
91,51,桂城街道,113.23175,23.01175,2,0,0,0,0,0,0,0,0,0,0
82,59,桂城街道,113.19125,23.04775,1,0,0,0,0,0,0,0,0,0,0
69,63,桂城街道,113.13275,23.06575,19,0,0,0,0,0,0,0,0,0,0
89,54,桂城街道,113.22275,23.02525,2,0,0,0,0,0,0,0,0,0,0
92,52,桂城街道,113.23625,23.01625,6,0,0,0,0,0,0,0,0,0,0
75,55,桂城街道,113.15975,23.02975,7,0,0,0,0,0,0,0,0,0,0
81,61,桂城街道,113.18675,23.05675,4,0,0,0,0,0,0,0,0,0,0
80,56,桂城街道,113.18225,23.03425,13,0,0,0,0,0,0,0,0,0,0
94,56,桂城街道,113.24525,23.03425,2,0,0,0,0,0,0,0,0,0,0
88,50,桂城街道,113.21825,23.00725,1,0,0,0,0,0,0,0,0,0,0
91,58,桂城街道,113.23175,23.04325,1,0,0,0,0,0,0,0,0,0,0
81,57,桂城街道,113.18675,23.03875,3,0,0,0,0,0,0,0,0,0,0
79,49,桂城街道,113.17775,23.00275,2,0,0,0,0,0,0,0,0,0,0
67,64,桂城街道,113.12375,23.07025,2,0,0,0,0,0,0,0,0,0,0
77,64,桂城街道,113.16875,23.07025,4,0,0,0,0,0,0,0,0,0,0
89,53,桂城街道,113.22275,23.02075,1,0,0,0,0,0,0,0,0,0,0
93,53,桂城街道,113.24075,23.02075,1,0,0,0,0,0,0,0,0,0,0
94,46,桂城街道,113.24525,22.98925,1,0,0,0,0,0,0,0,0,0,0
72,61,桂城街道,113.14625,23.05675,5,0,0,0,0,0,0,0,0,0,0
80,50,桂城街道,113.18225,23.00725,1,0,0,0,0,0,0,0,0,0,0
91,52,桂城街道,113.23175,23.01625,3,0,0,0,0,0,0,0,0,0,0
94,57,桂城街道,113.24525,23.03875,1,0,0,0,0,0,0,0,0,0,0
89,57,桂城街道,113.22275,23.03875,3,0,0,0,0,0,0,0,0,0,0
73,65,桂城街道,113.15075,23.07475,6,0,0,0,0,0,0,0,0,0,0
92,51,桂城街道,113.23625,23.01175,1,0,0,0,0,0,0,0,0,0,0
80,57,桂城街道,113.18225,23.03875,6,0,0,0,0,0,0,0,0,0,0
85,51,桂城街道,113.20475,23.01175,2,0,0,0,0,0,0,0,0,0,0
90,47,桂城街道,113.22725,22.99375,1,0,0,0,0,0,0,0,0,0,0
92,57,桂城街道,113.23625,23.03875,1,0,0,0,0,0,0,0,0,0,0
72,49,桂城街道,113.14625,23.00275,1,0,0,0,0,0,0,0,0,0,0
78,50,桂城街道,113.17325,23.00725,2,0,0,0,0,0,0,0,0,0,0
74,60,桂城街道,113.15525,23.05225,7,0,0,0,0,0,0,0,0,0,0
79,50,桂城街道,113.17775,23.00725,1,0,0,0,0,0,0,0,0,0,0
93,57,桂城街道,113.24075,23.03875,2,0,0,0,0,0,0,0,0,0,0
78,54,桂城街道,113.17325,23.02525,1,0,0,0,0,0,0,0,0,0,0
66,64,桂城街道,113.11925,23.07025,3,0,0,0,0,0,0,0,0,0,0
82,61,桂城街道,113.19125,23.05675,3,0,0,0,0,0,0,0,0,0,0
71,50,桂城街道,113.14175,23.00725,1,0,0,0,0,0,0,0,0,0,0
81,53,桂城街道,113.18675,23.02075,1,0,0,0,0,0,0,0,0,0,0
93,50,桂城街道,113.24075,23.00725,1,0,0,0,0,0,0,0,0,0,0
78,49,桂城街道,113.17325,23.00275,1,0,0,0,0,0,0,0,0,0,0
77,49,桂城街道,113.16875,23.00275,1,0,0,0,0,0,0,0,0,0,0
76,50,桂城街道,113.16425,23.00725,1,0,0,0,0,0,0,0,0,0,0
78,62,桂城街道,113.17325,23.06125,1,0,0,0,0,0,0,0,0,0,0
59,82,狮山镇,113.08775,23.15125,4,3,2,13,478,10,873,9062,2,10,368
60,82,狮山镇,113.09225,23.15125,2,1,2,13,478,10,873,9062,2,10,368
58,82,狮山镇,113.08325,23.15125,7,1,2,13,478,10,873,9062,2,10,368
59,81,狮山镇,113.08775,23.14675,1,1,2,13,478,10,873,9062,2,10,368
50,64,狮山镇,113.04725,23.07025,101,0,0,0,0,0,0,0,0,0,0
64,88,狮山镇,113.11025,23.17825,3,0,0,0,0,0,0,0,0,0,0
56,99,狮山镇,113.07425,23.22775,10,0,0,0,0,0,0,0,0,0,0
44,64,狮山镇,113.02025,23.07025,2,0,0,0,0,0,0,0,0,0,0
45,73,狮山镇,113.02475,23.11075,1,0,0,0,0,0,0,0,0,0,0
44,63,狮山镇,113.02025,23.06575,11,0,0,0,0,0,0,0,0,0,0
54,62,狮山镇,113.06525,23.06125,1,0,0,0,0,0,0,0,0,0,0
38,64,狮山镇,112.99325,23.07025,1,0,0,0,0,0,0,0,0,0,0
54,70,狮山镇,113.06525,23.09725,2,0,0,0,0,0,0,0,0,0,0
59,89,狮山镇,113.08775,23.18275,2,0,0,0,0,0,0,0,0,0,0
52,89,狮山镇,113.05625,23.18275,1,0,0,0,0,0,0,0,0,0,0
38,70,狮山镇,112.99325,23.09725,2,0,0,0,0,0,0,0,0,0,0
40,75,狮山镇,113.00225,23.11975,4,0,0,0,0,0,0,0,0,0,0
35,84,狮山镇,112.97975,23.16025,1,0,0,0,0,0,0,0,0,0,0
46,91,狮山镇,113.02925,23.19175,2,0,0,0,0,0,0,0,0,0,0
58,79,狮山镇,113.08325,23.13775,1,0,0,0,0,0,0,0,0,0,0
37,80,狮山镇,112.98875,23.14225,1,0,0,0,0,0,0,0,0,0,0
38,95,狮山镇,112.99325,23.20975,5,0,0,0,0,0,0,0,0,0,0
38,91,狮山镇,112.99325,23.19175,4,0,0,0,0,0,0,0,0,0,0
59,83,狮山镇,113.08775,23.15575,3,0,0,0,0,0,0,0,0,0,0
41,80,狮山镇,113.00675,23.14225,3,0,0,0,0,0,0,0,0,0,0
64,87,狮山镇,113.11025,23.17375,5,0,0,0,0,0,0,0,0,0,0
57,88,狮山镇,113.07875,23.17825,2,0,0,0,0,0,0,0,0,0,0
51,62,狮山镇,113.05175,23.06125,17,0,0,0,0,0,0,0,0,0,0
36,68,狮山镇,112.98425,23.08825,5,0,0,0,0,0,0,0,0,0,0
53,64,狮山镇,113.06075,23.07025,1,0,0,0,0,0,0,0,0,0,0
57,98,狮山镇,113.07875,23.22325,6,0,0,0,0,0,0,0,0,0,0
57,76,狮山镇,113.07875,23.12425,3,0,0,0,0,0,0,0,0,0,0
38,76,狮山镇,112.99325,23.12425,31,0,0,0,0,0,0,0,0,0,0
47,66,狮山镇,113.03375,23.07925,1,0,0,0,0,0,0,0,0,0,0
36,75,狮山镇,112.98425,23.11975,1,0,0,0,0,0,0,0,0,0,0
61,77,狮山镇,113.09675,23.12875,1,0,0,0,0,0,0,0,0,0,0
50,61,狮山镇,113.04725,23.05675,15,0,0,0,0,0,0,0,0,0,0
48,59,狮山镇,113.03825,23.04775,36,0,0,0,0,0,0,0,0,0,0
51,64,狮山镇,113.05175,23.07025,13,0,0,0,0,0,0,0,0,0,0
58,98,狮山镇,113.08325,23.22325,4,0,0,0,0,0,0,0,0,0,0
38,71,狮山镇,112.99325,23.10175,1,0,0,0,0,0,0,0,0,0,0
56,72,狮山镇,113.07425,23.10625,3,0,0,0,0,0,0,0,0,0,0
57,77,狮山镇,113.07875,23.12875,3,0,0,0,0,0,0,0,0,0,0
63,89,狮山镇,113.10575,23.18275,2,0,0,0,0,0,0,0,0,0,0
60,63,狮山镇,113.09225,23.06575,1,0,0,0,0,0,0,0,0,0,0
64,90,狮山镇,113.11025,23.18725,2,0,0,0,0,0,0,0,0,0,0
56,98,狮山镇,113.07425,23.22325,17,0,0,0,0,0,0,0,0,0,0
39,69,狮山镇,112.99775,23.09275,1,0,0,0,0,0,0,0,0,0,0
42,94,狮山镇,113.01125,23.20525,1,0,0,0,0,0,0,0,0,0,0
45,62,狮山镇,113.02475,23.06125,2,0,0,0,0,0,0,0,0,0,0
43,94,狮山镇,113.01575,23.20525,1,0,0,0,0,0,0,0,0,0,0
44,65,狮山镇,113.02025,23.07475,8,0,0,0,0,0,0,0,0,0,0
41,82,狮山镇,113.00675,23.15125,2,0,0,0,0,0,0,0,0,0,0
56,76,狮山镇,113.07425,23.12425,5,0,0,0,0,0,0,0,0,0,0
44,62,狮山镇,113.02025,23.06125,2,0,0,0,0,0,0,0,0,0,0
49,64,狮山镇,113.04275,23.07025,3,0,0,0,0,0,0,0,0,0,0
48,57,狮山镇,113.03825,23.03875,5,0,0,0,0,0,0,0,0,0,0
49,60,狮山镇,113.04275,23.05225,6,0,0,0,0,0,0,0,0,0,0
51,79,狮山镇,113.05175,23.13775,2,0,0,0,0,0,0,0,0,0,0
66,86,狮山镇,113.11925,23.16925,3,0,0,0,0,0,0,0,0,0,0
46,72,狮山镇,113.02925,23.10625,2,0,0,0,0,0,0,0,0,0,0
35,72,狮山镇,112.97975,23.10625,1,0,0,0,0,0,0,0,0,0,0
61,87,狮山镇,113.09675,23.17375,2,0,0,0,0,0,0,0,0,0,0
39,74,狮山镇,112.99775,23.11525,1,0,0,0,0,0,0,0,0,0,0
60,88,狮山镇,113.09225,23.17825,2,0,0,0,0,0,0,0,0,0,0
47,84,狮山镇,113.03375,23.16025,2,0,0,0,0,0,0,0,0,0,0
45,81,狮山镇,113.02475,23.14675,42,0,0,0,0,0,0,0,0,0,0
43,67,狮山镇,113.01575,23.08375,2,0,0,0,0,0,0,0,0,0,0
52,79,狮山镇,113.05625,23.13775,2,0,0,0,0,0,0,0,0,0,0
41,76,狮山镇,113.00675,23.12425,14,0,0,0,0,0,0,0,0,0,0
60,62,狮山镇,113.09225,23.06125,6,0,0,0,0,0,0,0,0,0,0
49,61,狮山镇,113.04275,23.05675,8,0,0,0,0,0,0,0,0,0,0
52,71,狮山镇,113.05625,23.10175,2,0,0,0,0,0,0,0,0,0,0
45,79,狮山镇,113.02475,23.13775,3,0,0,0,0,0,0,0,0,0,0
49,97,狮山镇,113.04275,23.21875,1,0,0,0,0,0,0,0,0,0,0
55,98,狮山镇,113.06975,23.22325,5,0,0,0,0,0,0,0,0,0,0
36,86,狮山镇,112.98425,23.16925,1,0,0,0,0,0,0,0,0,0,0
44,76,狮山镇,113.02025,23.12425,3,0,0,0,0,0,0,0,0,0,0
64,91,狮山镇,113.11025,23.19175,3,0,0,0,0,0,0,0,0,0,0
47,70,狮山镇,113.03375,23.09725,1,0,0,0,0,0,0,0,0,0,0
57,91,狮山镇,113.07875,23.19175,1,0,0,0,0,0,0,0,0,0,0
53,63,狮山镇,113.06075,23.06575,4,0,0,0,0,0,0,0,0,0,0
62,82,狮山镇,113.10125,23.15125,5,0,0,0,0,0,0,0,0,0,0
32,98,狮山镇,112.96625,23.22325,1,0,0,0,0,0,0,0,0,0,0
63,82,狮山镇,113.10575,23.15125,2,0,0,0,0,0,0,0,0,0,0
50,63,狮山镇,113.04725,23.06575,24,0,0,0,0,0,0,0,0,0,0
46,81,狮山镇,113.02925,23.14675,27,0,0,0,0,0,0,0,0,0,0
39,76,狮山镇,112.99775,23.12425,76,0,0,0,0,0,0,0,0,0,0
51,80,狮山镇,113.05175,23.14225,2,0,0,0,0,0,0,0,0,0,0
53,70,狮山镇,113.06075,23.09725,2,0,0,0,0,0,0,0,0,0,0
40,76,狮山镇,113.00225,23.12425,55,0,0,0,0,0,0,0,0,0,0
40,67,狮山镇,113.00225,23.08375,2,0,0,0,0,0,0,0,0,0,0
44,84,狮山镇,113.02025,23.16025,1,0,0,0,0,0,0,0,0,0,0
47,81,狮山镇,113.03375,23.14675,1,0,0,0,0,0,0,0,0,0,0
52,61,狮山镇,113.05625,23.05675,2,0,0,0,0,0,0,0,0,0,0
49,58,狮山镇,113.04275,23.04325,4,0,0,0,0,0,0,0,0,0,0
58,62,狮山镇,113.08325,23.06125,4,0,0,0,0,0,0,0,0,0,0
37,71,狮山镇,112.98875,23.10175,6,0,0,0,0,0,0,0,0,0,0
44,82,狮山镇,113.02025,23.15125,3,0,0,0,0,0,0,0,0,0,0
42,74,狮山镇,113.01125,23.11525,2,0,0,0,0,0,0,0,0,0,0
57,82,狮山镇,113.07875,23.15125,1,0,0,0,0,0,0,0,0,0,0
59,99,狮山镇,113.08775,23.22775,1,0,0,0,0,0,0,0,0,0,0
61,80,狮山镇,113.09675,23.14225,10,0,0,0,0,0,0,0,0,0,0
50,79,狮山镇,113.04725,23.13775,1,0,0,0,0,0,0,0,0,0,0
41,78,狮山镇,113.00675,23.13325,7,0,0,0,0,0,0,0,0,0,0
59,66,狮山镇,113.08775,23.07925,1,0,0,0,0,0,0,0,0,0,0
53,78,狮山镇,113.06075,23.13325,1,0,0,0,0,0,0,0,0,0,0
62,83,狮山镇,113.10125,23.15575,4,0,0,0,0,0,0,0,0,0,0
37,69,狮山镇,112.98875,23.09275,1,0,0,0,0,0,0,0,0,0,0
41,77,狮山镇,113.00675,23.12875,61,0,0,0,0,0,0,0,0,0,0
34,69,狮山镇,112.97525,23.09275,20,0,0,0,0,0,0,0,0,0,0
50,59,狮山镇,113.04725,23.04775,9,0,0,0,0,0,0,0,0,0,0
42,76,狮山镇,113.01125,23.12425,4,0,0,0,0,0,0,0,0,0,0
49,59,狮山镇,113.04275,23.04775,17,0,0,0,0,0,0,0,0,0,0
51,63,狮山镇,113.05175,23.06575,3,0,0,0,0,0,0,0,0,0,0
41,89,狮山镇,113.00675,23.18275,1,0,0,0,0,0,0,0,0,0,0
41,74,狮山镇,113.00675,23.11525,2,0,0,0,0,0,0,0,0,0,0
61,90,狮山镇,113.09675,23.18725,8,0,0,0,0,0,0,0,0,0,0
26,77,狮山镇,112.93925,23.12875,1,0,0,0,0,0,0,0,0,0,0
28,77,狮山镇,112.94825,23.12875,1,0,0,0,0,0,0,0,0,0,0
51,70,狮山镇,113.05175,23.09725,3,0,0,0,0,0,0,0,0,0,0
60,86,狮山镇,113.09225,23.16925,1,0,0,0,0,0,0,0,0,0,0
34,73,狮山镇,112.97525,23.11075,2,0,0,0,0,0,0,0,0,0,0
41,75,狮山镇,113.00675,23.11975,2,0,0,0,0,0,0,0,0,0,0
37,68,狮山镇,112.98875,23.08825,1,0,0,0,0,0,0,0,0,0,0
60,64,狮山镇,113.09225,23.07025,5,0,0,0,0,0,0,0,0,0,0
46,73,狮山镇,113.02925,23.11075,1,0,0,0,0,0,0,0,0,0,0
39,82,狮山镇,112.99775,23.15125,1,0,0,0,0,0,0,0,0,0,0
48,85,狮山镇,113.03825,23.16475,1,0,0,0,0,0,0,0,0,0,0
29,89,狮山镇,112.95275,23.18275,1,0,0,0,0,0,0,0,0,0,0
40,72,狮山镇,113.00225,23.10625,4,0,0,0,0,0,0,0,0,0,0
39,75,狮山镇,112.99775,23.11975,4,0,0,0,0,0,0,0,0,0,0
52,65,狮山镇,113.05625,23.07475,1,0,0,0,0,0,0,0,0,0,0
60,91,狮山镇,113.09225,23.19175,2,0,0,0,0,0,0,0,0,0,0
56,77,狮山镇,113.07425,23.12875,9,0,0,0,0,0,0,0,0,0,0
43,58,狮山镇,113.01575,23.04325,2,0,0,0,0,0,0,0,0,0,0
42,87,狮山镇,113.01125,23.17375,1,0,0,0,0,0,0,0,0,0,0
41,85,狮山镇,113.00675,23.16475,1,0,0,0,0,0,0,0,0,0,0
40,83,狮山镇,113.00225,23.15575,1,0,0,0,0,0,0,0,0,0,0
36,62,狮山镇,112.98425,23.06125,2,0,0,0,0,0,0,0,0,0,0
40,89,狮山镇,113.00225,23.18275,2,0,0,0,0,0,0,0,0,0,0
25,81,狮山镇,112.93475,23.14675,1,0,0,0,0,0,0,0,0,0,0
43,57,狮山镇,113.01575,23.03875,1,0,0,0,0,0,0,0,0,0,0
39,78,狮山镇,112.99775,23.13325,2,0,0,0,0,0,0,0,0,0,0
30,94,狮山镇,112.95725,23.20525,1,0,0,0,0,0,0,0,0,0,0
42,95,狮山镇,113.01125,23.20975,1,0,0,0,0,0,0,0,0,0,0
31,89,狮山镇,112.96175,23.18275,1,0,0,0,0,0,0,0,0,0,0
55,91,狮山镇,113.06975,23.19175,1,0,0,0,0,0,0,0,0,0,0
60,97,狮山镇,113.09225,23.21875,4,0,0,0,0,0,0,0,0,0,0
34,87,狮山镇,112.97525,23.17375,2,0,0,0,0,0,0,0,0,0,0
35,85,狮山镇,112.97975,23.16475,3,0,0,0,0,0,0,0,0,0,0
51,83,狮山镇,113.05175,23.15575,1,0,0,0,0,0,0,0,0,0,0
42,72,狮山镇,113.01125,23.10625,1,0,0,0,0,0,0,0,0,0,0
59,76,狮山镇,113.08775,23.12425,2,0,0,0,0,0,0,0,0,0,0
39,79,狮山镇,112.99775,23.13775,1,0,0,0,0,0,0,0,0,0,0
36,66,狮山镇,112.98425,23.07925,2,0,0,0,0,0,0,0,0,0,0
64,85,狮山镇,113.11025,23.16475,1,0,0,0,0,0,0,0,0,0,0
60,77,狮山镇,113.09225,23.12875,2,0,0,0,0,0,0,0,0,0,0
42,75,狮山镇,113.01125,23.11975,1,0,0,0,0,0,0,0,0,0,0
47,57,狮山镇,113.03375,23.03875,2,0,0,0,0,0,0,0,0,0,0
43,64,狮山镇,113.01575,23.07025,5,0,0,0,0,0,0,0,0,0,0
45,72,狮山镇,113.02475,23.10625,1,0,0,0,0,0,0,0,0,0,0
61,92,狮山镇,113.09675,23.19625,1,0,0,0,0,0,0,0,0,0,0
54,64,狮山镇,113.06525,23.07025,1,0,0,0,0,0,0,0,0,0,0
34,62,狮山镇,112.97525,23.06125,2,0,0,0,0,0,0,0,0,0,0
32,76,狮山镇,112.96625,23.12425,1,0,0,0,0,0,0,0,0,0,0
60,78,狮山镇,113.09225,23.13325,3,0,0,0,0,0,0,0,0,0,0
37,67,狮山镇,112.98875,23.08375,1,0,0,0,0,0,0,0,0,0,0
47,60,狮山镇,113.03375,23.05225,16,0,0,0,0,0,0,0,0,0,0
62,80,狮山镇,113.10125,23.14225,2,0,0,0,0,0,0,0,0,0,0
50,60,狮山镇,113.04725,23.05225,19,0,0,0,0,0,0,0,0,0,0
46,67,狮山镇,113.02925,23.08375,2,0,0,0,0,0,0,0,0,0,0
56,96,狮山镇,113.07425,23.21425,1,0,0,0,0,0,0,0,0,0,0
46,68,狮山镇,113.02925,23.08825,6,0,0,0,0,0,0,0,0,0,0
52,63,狮山镇,113.05625,23.06575,8,0,0,0,0,0,0,0,0,0,0
60,93,狮山镇,113.09225,23.20075,1,0,0,0,0,0,0,0,0,0,0
35,88,狮山镇,112.97975,23.17825,1,0,0,0,0,0,0,0,0,0,0
30,76,狮山镇,112.95725,23.12425,4,0,0,0,0,0,0,0,0,0,0
49,62,狮山镇,113.04275,23.06125,40,0,0,0,0,0,0,0,0,0,0
62,88,狮山镇,113.10125,23.17825,24,0,0,0,0,0,0,0,0,0,0
57,99,狮山镇,113.07875,23.22775,19,0,0,0,0,0,0,0,0,0,0
