record_id,source_file,source_type,resource_class,sub_class,level,name,era,address,town,target_geometry,lng,lat,spatial_method,spatial_confidence,matched_existing_anchor,matched_poi,dedup_status,dedup_match,centroid_town
IH_0273,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,市级和县级文物保护单位,华平李氏大宗祠,清代,广东省佛山市南海区狮山镇狮西村委会华平村,狮山镇,point,113.015703,23.041153,poi_name_fuzzy,0.84,,李氏大宗祠,new_candidate,,狮山镇
IH_0274,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,张浚家族墓,宋辽西夏金元,广东省佛山市南海区狮山镇大榄社区居委会大榄林场大旗岭,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0275,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,联表关氏西祠,清代,广东省佛山市南海区狮山镇联表社区居委会联表西村正街26号,狮山镇,point,113.095233,23.153195,poi_name_fuzzy,0.84,,关氏西祠,new_candidate,,狮山镇
IH_0276,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,陈宁墓,宋辽西夏金元,广东省佛山市南海区狮山镇黎岗村委会豸下村梅花地,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0277,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,叶正简夫人墓,宋辽西夏金元,广东省佛山市南海区狮山镇黎岗村委会豸下村后山,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0278,不可移动文物Excel.xls,不可移动文物,古建筑,桥涵码头,市级和县级文物保护单位,古岗桥,明代,广东省佛山市南海区狮山镇永安社区居委会古岗村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0279,不可移动文物Excel.xls,不可移动文物,古建筑,桥涵码头,市级和县级文物保护单位,福星桥,清代,广东省佛山市南海区狮山镇大榄社区居委会大榄涌上,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0280,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,豁轩黄大夫祠,清代,广东省佛山市南海区狮山镇群岗社区居委会小江二村九--十巷间,狮山镇,point,113.084934,23.221937,poi_name_exact,0.94,,豁轩黄大夫祠,matched_poi_only,豁轩黄大夫祠,狮山镇
IH_0281,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,蔡边刘氏宗祠,"明代,清代",广东省佛山市南海区狮山镇象岭村委会蔡边村,狮山镇,point,113.105078,23.208956,poi_name_fuzzy,0.84,,刘氏宗祠,new_candidate,,里水镇
IH_0282,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,南浦钟氏大宗祠,清代,广东省佛山市南海区狮山镇南浦村委会北向村旧屋区东一巷1号,狮山镇,point,113.113536,23.097179,poi_name_fuzzy,0.84,,钟氏大宗祠,new_candidate,,大沥镇
IH_0283,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,名人故、旧居,市级和县级文物保护单位,黄少强故居,近现代,广东省佛山市南海区狮山镇群岗社区居委会小江二村九巷,狮山镇,point,113.090524,23.219449,poi_name_exact,0.94,,黄少强故居,matched_poi_only,黄少强故居,狮山镇
IH_0284,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,市级和县级文物保护单位,泗源郑公祠,清代,广东省佛山市南海区里水镇贤僚村委会西一村文明一街13号,里水镇,point,113.166267,23.263308,poi_name_exact,0.94,,泗源郑公祠,matched_poi_only,泗源郑公祠,里水镇
IH_0285,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,甘蕉南向水井,清代,广东省佛山市南海区里水镇甘蕉社区居委会南向街49号东侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0286,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,岑岗黄氏宗祠,清代,广东省佛山市南海区里水镇鹤峰村委会岑岗村北区一巷2号侧,里水镇,point,113.105668,23.206358,poi_name_fuzzy,0.84,,黄氏宗祠,new_candidate,,里水镇
IH_0287,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,展旗旧屋水井,清代,广东省佛山市南海区里水镇大冲社区居委会展旗村旧屋61号西南角,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0288,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,甘蕉东山水井,清代,广东省佛山市南海区里水镇甘蕉社区居委会东山街96号侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0289,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,养拙蒲公祠,清代,广东省佛山市南海区里水镇甘蕉社区居委会上街村甘蕉路47号,里水镇,point,113.137745,23.170399,poi_name_exact,0.94,,养拙蒲公祠,matched_poi_only,养拙蒲公祠,里水镇
IH_0290,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,联星吕氏宗祠,清代,广东省佛山市南海区里水镇大冲社区居委会联星村67号侧,里水镇,point,113.091267,23.234989,poi_name_fuzzy,0.84,,吕氏宗祠,new_candidate,,狮山镇
IH_0291,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,泰开梁公祠,清代,广东省佛山市南海区里水镇大冲社区居委会忠厚村东南方,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0292,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,展旗新屋水井,清代,广东省佛山市南海区里水镇大冲社区居委会展旗村新屋60号屋南侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0293,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,桧庵易公祠,清代,广东省佛山市南海区里水镇北沙村委会伴仙岗村大厅东六巷1号侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0294,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,旋溪吕公祠,清代,广东省佛山市南海区里水镇大冲社区居委会上村福庆巷1号,里水镇,point,113.123039,23.157303,poi_name_exact,0.94,,旋溪吕公祠,matched_poi_only,旋溪吕公祠,里水镇
IH_0295,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,和同杜氏宗祠,"明代,清代",广东省佛山市南海区里水镇甘蕉社区居委会和同村东山街4号侧,里水镇,point,113.123473,23.201347,poi_name_fuzzy,0.84,,杜氏宗祠,new_candidate,,里水镇
IH_0296,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,仁礼沈公祠,清代,广东省佛山市南海区里水镇北沙村委会沈村村沈壹8巷侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0297,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,重大历史事件和重要机构旧址（及战争遗址、工业遗址等）,市级和县级文物保护单位,中共南三花工委旧址,近现代,广东省佛山市南海区里水镇北沙村委会沈村村沈五五巷,里水镇,point,113.141342,23.191706,poi_name_exact,0.94,,中共南三花工委旧址,matched_poi_only,中共南三花工委旧址,里水镇
IH_0298,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,石一黄氏宗祠,清代,广东省佛山市南海区里水镇大石社区居委会石一村五巷21号左侧,里水镇,point,113.105668,23.206358,poi_name_fuzzy,0.84,,黄氏宗祠,new_candidate,,里水镇
IH_0299,不可移动文物Excel.xls,不可移动文物,古建筑,亭台楼阙（及其他景观建筑、戏曲演出建筑、天文观测建筑）,省级文物保护单位,北涌亭,明代,广东省佛山市南海区里水镇新联社区居委会沿江公园东,里水镇,point,113.161251,23.197642,poi_name_exact,0.94,,北涌亭,matched_poi_only,北涌亭,里水镇
IH_0300,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,水表陈氏宗祠,清代,广东省佛山市南海区里水镇大石社区居委会水表村一巷1号侧,里水镇,point,113.146747,23.131128,poi_name_fuzzy,0.84,,陈氏宗祠,new_candidate,,大沥镇
IH_0301,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,水口水井,"明代,清代",广东省佛山市南海区里水镇流潮社区居委会水口村姓苏18号前,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0302,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,医疗卫生建筑,尚未核定公布为文物保护单位的不可移动文物,草场宏济医局旧址,近现代,广东省佛山市南海区里水镇草场社区居委会草场村草场大街19号,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0303,不可移动文物Excel.xls,不可移动文物,古建筑,桥涵码头,市级和县级文物保护单位,大石桥,清代,广东省佛山市南海区里水镇洲村社区居委会里横路东侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0304,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,草场洪圣古庙,清代,广东省佛山市南海区里水镇草场社区居委会草场村草场大街20号,里水镇,point,113.014767,23.205924,poi_name_fuzzy,0.84,,洪圣古庙,new_candidate,,狮山镇
IH_0305,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,阳谷林公祠,清代,广东省佛山市南海区里水镇白岗社区居委会白岗村林氏大街一巷1号东侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0306,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,孔村至圣家庙,清代,广东省佛山市南海区里水镇共同社区居委会孔村,里水镇,point,113.090659,23.20803,address_token_centroid,0.72,,孔村 (3 points),new_candidate,,狮山镇
IH_0307,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,丰冈冯氏宗祠,清代,广东省佛山市南海区里水镇胜利社区居委会丰冈村盛平大道5号,里水镇,point,113.172623,23.193748,poi_name_fuzzy,0.84,,冯氏宗祠,new_candidate,,里水镇
IH_0308,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,介庵蔡公祠,"明代,清代",广东省佛山市南海区里水镇和顺社区居委会和南村,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0309,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,务智邹公祠,清代,广东省佛山市南海区里水镇逢涌村委会逢西村临街4号侧,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0310,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,和北李氏宗祠,清代,广东省佛山市南海区里水镇和顺社区居委会和北村大街5巷2号,里水镇,point,112.99534,23.19254,poi_name_fuzzy,0.84,,李氏宗祠,new_candidate,,狮山镇
IH_0311,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,真成周公祠,清代,广东省佛山市南海区里水镇石塘村委会上北一村大街九巷1号,里水镇,point,113.093316,23.277428,poi_name_exact,0.94,,真成周公祠,matched_poi_only,真成周公祠,里水镇
IH_0312,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,文化教育建筑及附属物,尚未核定公布为文物保护单位的不可移动文物,永胜河北书院,近现代,广东省佛山市南海区桂城街道夏北社区居委会永胜村永顺大街202号,桂城街道,point,113.166559,23.061517,poi_name_fuzzy,0.84,,河北书院,new_candidate,,桂城街道
IH_0313,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,逢涌邹氏宗祠,"明代,清代",广东省佛山市南海区里水镇逢涌村委会逢西村逢西街十六巷1号,里水镇,point,113.104241,23.136032,poi_name_fuzzy,0.84,,邹氏宗祠,new_candidate,,大沥镇
IH_0314,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,石塘水井,宋辽西夏金元,广东省佛山市南海区里水镇石塘村委会仲文周公祠前,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0315,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,文东汤氏宗祠,清代,广东省佛山市南海区里水镇建星村委会文东村大街七巷边,里水镇,point,113.169389,23.261816,poi_name_fuzzy,0.84,,汤氏宗祠,new_candidate,,里水镇
IH_0316,不可移动文物Excel.xls,不可移动文物,古文化遗址,寺庙遗址,尚未核定公布为文物保护单位的不可移动文物,和顺金山寺遗址,明代,广东省佛山市南海区里水镇瑶头村委会境内官窑水道中灵洲山上,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0317,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,医疗卫生建筑,市级和县级文物保护单位,树本善堂,近现代,广东省佛山市南海区狮山镇狮北村委会银岗圩大街2号,狮山镇,point,112.977066,23.176689,poi_name_exact,0.94,,树本善堂,matched_poi_only,树本善堂,狮山镇
IH_0318,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,黎西洪圣古庙,清代,广东省佛山市南海区狮山镇狮岭村委会黎边黎西村西南方,狮山镇,point,113.014767,23.205924,poi_name_fuzzy,0.84,,洪圣古庙,new_candidate,,狮山镇
IH_0319,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,凤岗邝氏宗祠,"明代,清代",广东省佛山市南海区狮山镇凤岗村委会邝村村,狮山镇,point,112.957102,23.206291,poi_name_fuzzy,0.84,,邝氏宗祠,new_candidate,,狮山镇
IH_0320,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,元庵杨公祠,明代,广东省佛山市南海区狮山镇罗村社区罗南村祠前路3号,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0321,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,市级和县级文物保护单位,联星江氏宗祠,清代,广东省佛山市南海区狮山镇罗村联星社区居委会上三村吉祥巷1号北侧,狮山镇,point,113.086935,23.065586,poi_name_fuzzy,0.84,,江氏宗祠,new_candidate,,狮山镇
IH_0322,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,罗南杨氏四世祠,清代,广东省佛山市南海区狮山镇罗村社区罗南村祠前路5号,狮山镇,point,113.038231,23.056959,poi_name_fuzzy,0.84,,杨氏四世祠,new_candidate,,狮山镇
IH_0323,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,伦文叙墓,明代,广东省佛山市南海区狮山镇罗村芦塘社区居委会长安墓园棋子岭西南麓,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0324,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,下柏黄氏大宗祠,清代,广东省佛山市南海区狮山镇下柏社区居委会下柏村南面,狮山镇,point,113.021404,23.062956,poi_name_fuzzy,0.84,,黄氏大宗祠,new_candidate,,狮山镇
IH_0325,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,总排吴氏宗祠,"明代,清代",广东省佛山市南海区狮山镇罗村联和社区居委会总排村北街一巷7号,狮山镇,point,112.945955,23.090041,poi_name_fuzzy,0.84,,吴氏宗祠,new_candidate,,丹灶镇
IH_0326,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,骆秉章墓,清代,广东省佛山市南海区狮山镇罗村芦塘社区居委会雅三村东面山岗,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0327,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,大丰田列圣宫,清代,广东省佛山市南海区狮山镇罗村务庄社区居委会大丰田村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0328,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,其他近现代代表性建筑,尚未核定公布为文物保护单位的不可移动文物,下柏宏中楼墓园东塔,近现代,广东省佛山市南海区狮山镇下柏社区居委会下柏村西区山岗东南侧,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0329,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,其他近现代代表性建筑,尚未核定公布为文物保护单位的不可移动文物,下柏宏中楼墓园西塔,近现代,广东省佛山市南海区狮山镇下柏社区居委会下柏村西区山岗西北侧,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0330,不可移动文物Excel.xls,不可移动文物,古建筑,牌坊影壁,市级和县级文物保护单位,泮阳李公祠门楼,明代,广东省佛山市南海区狮山镇罗村社区寨边村村前街八巷1号,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0331,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,丹灶无叶井,明代,广东省佛山市南海区丹灶镇丹灶社区居委会西村坊十一巷1号前,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0332,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,丹灶仙井名泉,明代,广东省佛山市南海区丹灶镇丹灶社区居委会仙井坊五巷7号前,丹灶镇,point,112.913254,23.044887,poi_name_exact,0.94,,仙井名泉,matched_poi_only,仙井名泉,丹灶镇
IH_0333,不可移动文物Excel.xls,不可移动文物,古建筑,学堂书院（及其他文化教育建筑）,尚未核定公布为文物保护单位的不可移动文物,丹灶佩瑶家塾,清代,广东省佛山市南海区丹灶镇丹灶社区居委会隔塘坊二巷,丹灶镇,point,112.913555,23.043809,poi_name_exact,0.94,,佩瑶家塾,matched_poi_only,佩瑶家塾,丹灶镇
IH_0334,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,名人故、旧居,全国重点文物保护单位,康有为故居,近现代,广东省佛山市南海区丹灶镇银河社区居委会苏村敦仁里,丹灶镇,point,112.905461,23.021024,existing_anchor_name,0.98,康有为故居,,duplicate_existing_anchor,康有为故居,丹灶镇
IH_0335,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,大涡张家水井,清代,广东省佛山市南海区丹灶镇大涡村委会大涡村张家大街高街巷5号右侧,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0336,不可移动文物Excel.xls,不可移动文物,古建筑,池塘井泉,尚未核定公布为文物保护单位的不可移动文物,洲南水井,明代,广东省佛山市南海区丹灶镇新农社区居委会洲南村大街五巷1—3号间,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0337,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,塘口黄氏大宗祠,清代,广东省佛山市南海区丹灶镇罗行社区居委会塘口村江夏祠道旁,丹灶镇,point,112.96424,23.030452,poi_name_exact,0.94,,塘口黄氏大宗祠,matched_poi_only,塘口黄氏大宗祠,丹灶镇
IH_0338,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,水利、农业相关建筑、设施及附属物（以及其他水利与农业遗产）,尚未核定公布为文物保护单位的不可移动文物,珠江水利局10号水准点标桩,近现代,广东省佛山市南海区丹灶镇下安村委会简家村华帝庙前,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0339,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,简家简氏大宗祠,清代,广东省佛山市南海区丹灶镇下安村委会简家村江夏祠道旁,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0340,不可移动文物Excel.xls,不可移动文物,近现代重要史迹及代表性建筑,其他近现代代表性建筑,尚未核定公布为文物保护单位的不可移动文物,淡浦陈公祠,近现代,广东省佛山市南海区丹灶镇良登村委会良登村村尾坊,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0341,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,北李李氏宗祠,清代,广东省佛山市南海区丹灶镇上安社区居委会北李村村前街十二巷1号,丹灶镇,point,112.99534,23.19254,poi_name_fuzzy,0.84,,李氏宗祠,new_candidate,,狮山镇
IH_0342,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,仙岗俭堂大夫祠,清代,广东省佛山市南海区丹灶镇仙岗社区居委会仙岗村低井坊四巷1号,丹灶镇,point,112.92091,23.06365,town_representative_point,0.38,,,new_candidate,,丹灶镇
IH_0343,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,市级和县级文物保护单位,东联吴氏大宗祠,清代,广东省佛山市南海区丹灶镇东联社区居委会水口村村前街西二十巷1号侧,丹灶镇,point,112.945996,23.089986,existing_anchor_name,0.98,东联吴氏大宗祠,,duplicate_existing_anchor,东联吴氏大宗祠,丹灶镇
IH_0344,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,仙岗陈氏大宗祠,清代,广东省佛山市南海区丹灶镇仙岗社区居委会仙岗村旧幼儿园旁,丹灶镇,point,113.196227,23.190165,poi_name_fuzzy,0.84,,陈氏大宗祠,new_candidate,,里水镇
IH_0345,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,方道隆墓,宋辽西夏金元,广东省佛山市南海区丹灶镇良登村委会孔边村孔边岗,丹灶镇,point,112.921503,23.025526,existing_anchor_name,0.98,方道隆墓,,duplicate_existing_anchor,方道隆墓,丹灶镇
IH_0346,不可移动文物Excel.xls,不可移动文物,古建筑,牌坊影壁,市级和县级文物保护单位,贞烈牌坊,清代,广东省佛山市南海区丹灶镇仙岗社区居委会苏坑村村口,丹灶镇,point,112.883872,23.04674,existing_anchor_name,0.98,贞烈牌坊,,duplicate_existing_anchor,贞烈牌坊,丹灶镇
IH_0347,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,市级和县级文物保护单位,南沙陈氏宗祠,清代,广东省佛山市南海区丹灶镇南沙社区居委会新村街十二巷1号,丹灶镇,point,112.905606,23.131102,existing_anchor_name,0.98,南沙陈氏宗祠,,duplicate_existing_anchor,南沙陈氏宗祠,丹灶镇
IH_0348,不可移动文物Excel.xls,不可移动文物,古建筑,牌坊影壁,省级文物保护单位,旌表节孝牌坊,清代,广东省佛山市南海区九江镇烟南村委会烟桥村新庄南部,九江镇,point,112.959097,22.865251,town_representative_point,0.38,,,new_candidate,,九江镇
IH_0349,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,省级文物保护单位,烟桥何氏大宗祠,清代,广东省佛山市南海区九江镇烟南村委会烟桥村西边,九江镇,point,112.959574,22.872088,existing_anchor_name,0.98,烟桥何氏大宗祠,,duplicate_existing_anchor,烟桥何氏大宗祠,西樵镇
IH_0350,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,文冲潘氏宗祠,"明代,清代",广东省佛山市南海区狮山镇沙头社区居委会文冲村南面,狮山镇,point,113.17906,23.080363,poi_name_fuzzy,0.84,,潘氏宗祠,new_candidate,,未标注
IH_0351,不可移动文物Excel.xls,不可移动文物,古文化遗址,窑址,尚未核定公布为文物保护单位的不可移动文物,大果窑址,夏商周（含春秋）,广东省佛山市南海区丹灶镇西城社区居委会大果村樵北涌东北约205米山岗西北麓,丹灶镇,point,112.895892,23.033964,address_token_centroid,0.62,,西城社区大果村 (1 points),new_candidate,,丹灶镇
IH_0352,不可移动文物Excel.xls,不可移动文物,古建筑,城垣城楼（及其他军事建筑及设施）,尚未核定公布为文物保护单位的不可移动文物,敦根乡门楼,清代,广东省佛山市南海区九江镇敦根社区居委会敦根村村口,九江镇,point,112.959097,22.865251,town_representative_point,0.38,,,new_candidate,,九江镇
IH_0353,不可移动文物Excel.xls,不可移动文物,古建筑,坛庙祠堂,尚未核定公布为文物保护单位的不可移动文物,法全潘公祠,清代,广东省佛山市南海区狮山镇沙头社区居委会下沙村,狮山镇,point,113.030542,23.122685,address_token_centroid,0.72,,狮山 (876 points),new_candidate,,狮山镇
IH_0354,不可移动文物Excel.xls,不可移动文物,古墓葬,名人或贵族墓,市级和县级文物保护单位,蔡道可、蔡子华墓,宋辽西夏金元,广东省佛山市南海区里水镇逢涌村委会文头岭西麓,里水镇,point,113.138868,23.223757,town_representative_point,0.38,,,new_candidate,,里水镇
IH_0355,不可移动文物Excel.xls,不可移动文物,古建筑,寺观塔阁（及其他宗教建筑）,市级和县级文物保护单位,魁星塔,清代,广东省佛山市南海区九江镇下北社区居委会铁滘村东南方,九江镇,point,113.023983,22.841656,existing_anchor_name,0.98,魁星塔,,duplicate_existing_anchor,魁星塔,九江镇
IH_0356,不可移动文物Excel.xls,不可移动文物,古建筑,牌坊影壁,省级文物保护单位,慈悲宫牌坊,明代,广东省佛山市南海区九江镇下西社区居委会翘南村新龙路探花公园北侧。,九江镇,point,113.003815,22.845895,existing_anchor_name,0.98,慈悲宫牌坊,,duplicate_existing_anchor,慈悲宫牌坊,九江镇
IH_0357,不可移动文物Excel.xls,不可移动文物,古建筑,桥涵码头,市级和县级文物保护单位,探花桥,"明代,清代",广东省佛山市南海区九江镇下西社区居委会翘南村新龙路探花公园北侧,九江镇,point,113.0,22.85,existing_anchor_name,0.98,探花桥,,duplicate_existing_anchor,探花桥,九江镇
